0,2,43.89,318,6,16,0.98,0.95,0.96
0,2,54.86,329,10,5,0.97,0.99,0.98
0,2,65.83,328,7,6,0.98,0.98,0.98
0,2,76.8,328,4,6,0.99,0.98,0.98
0,2,87.77,332,6,2,0.98,0.99,0.98
0,2,98.74,331,2,3,0.99,0.99,0.99
0,2,109.71,333,2,1,0.99,1.0,0.99
0,2,120.68,334,6,0,0.98,1.0,0.99
0,2,131.65,334,6,0,0.98,1.0,0.99
0,3,16.46,199,10,302,0.95,0.4,0.56
0,3,21.95,307,10,194,0.97,0.61,0.75
0,3,32.92,434,6,67,0.99,0.87,0.93
0,3,43.89,470,8,31,0.98,0.94,0.96
0,3,54.86,491,13,10,0.97,0.98,0.97
0,3,65.83,490,11,11,0.98,0.98,0.98
0,3,76.8,492,5,9,0.99,0.98,0.98
0,3,87.77,498,7,3,0.99,0.99,0.99
0,3,98.74,496,2,5,1.0,0.99,0.99
0,3,109.71,499,2,2,1.0,1.0,1.0
0,3,120.68,500,6,1,0.99,1.0,0.99
0,3,131.65,501,5,0,0.99,1.0,0.99
1,1,16.46,218,8,116,0.96,0.65,0.78
1,1,21.95,261,8,73,0.97,0.78,0.86
1,1,32.92,302,8,32,0.97,0.9,0.93
1,1,43.89,322,8,12,0.98,0.96,0.97
1,1,54.86,329,8,5,0.98,0.99,0.98
1,1,65.83,333,8,1,0.98,1.0,0.99
1,1,76.8,333,8,1,0.98,1.0,0.99
1,1,87.77,333,8,1,0.98,1.0,0.99
1,1,98.74,333,8,1,0.98,1.0,0.99
1,1,109.71,333,8,1,0.98,1.0,0.99
1,1,120.68,333,8,1,0.98,1.0,0.99
1,1,131.65,333,8,1,0.98,1.0,0.99
1,2,16.46,308,3,193,0.99,0.61,0.75
1,2,21.95,380,3,121,0.99,0.76,0.86
1,2,32.92,447,3,54,0.99,0.89,0.94
1,2,43.89,480,3,21,0.99,0.96,0.97
1,2,54.86,492,3,9,0.99,0.98,0.98
1,2,65.83,499,3,2,0.99,1.0,0.99
1,2,76.8,499,3,2,0.99,1.0,0.99
1,2,87.77,499,3,2,0.99,1.0,0.99
1,2,98.74,499,3,2,0.99,1.0,0.99
1,2,109.71,499,3,2,0.99,1.0,0.99
1,2,120.68,499,3,2,0.99,1.0,0.99
1,2,131.65,499,3,2,0.99,1.0,0.99
2,1,16.46,299,6,202,0.98,0.6,0.74
2,1,21.95,375,6,126,0.98,0.75,0.85
2,1,32.92,446,6,55,0.99,0.89,0.94
2,1,43.89,482,6,19,0.99,0.96,0.97
2,1,54.86,495,6,6,0.99,0.99,0.99
2,1,65.83,499,6,2,0.99,1.0,0.99
2,1,76.8,500,6,1,0.99,1.0,0.99
2,1,87.77,500,6,1,0.99,1.0,0.99
2,1,98.74,500,6,1,0.99,1.0,0.99
2,1,109.71,500,6,1,0.99,1.0,0.99
2,1,120.68,500,6,1,0.99,1.0,0.99
2,1,131.65,500,6,1,0.99,1.0,0.99
2,2,16.46,395,2,273,0.99,0.59,0.74
2,2,21.95,495,2,173,1.0,0.74,0.85
2,2,32.92,595,2,73,1.0,0.89,0.94
2,2,43.89,643,2,25,1.0,0.96,0.98
2,2,54.86,658,2,10,1.0,0.99,0.99
2,2,65.83,665,2,3,1.0,1.0,1.0
2,2,76.8,666,2,2,1.0,1.0,1.0
2,2,87.77,666,2,2,1.0,1.0,1.0
2,2,98.74,666,2,2,1.0,1.0,1.0
2,2,109.71,666,2,2,1.0,1.0,1.0
2,2,120.68,666,2,2,1.0,1.0,1.0
2,2,131.65,666,2,2,1.0,1.0,1.0
1,3,16.46,366,4,302,0.99,0.55,0.71
1,3,21.95,472,5,196,0.99,0.71,0.83
1,3,32.92,578,5,90,0.99,0.87,0.93
1,3,43.89,634,5,34,0.99,0.95,0.97
1,3,54.86,652,5,16,0.99,0.98,0.98
1,3,65.83,662,5,6,0.99,0.99,0.99
1,3,76.8,665,5,3,0.99,1.0,0.99
1,3,87.77,665,5,3,0.99,1.0,0.99
1,3,98.74,665,5,3,0.99,1.0,0.99
1,3,109.71,665,5,3,0.99,1.0,0.99
1,3,120.68,665,5,3,0.99,1.0,0.99
1,3,131.65,665,5,3,0.99,1.0,0.99
3,1,16.46,344,6,324,0.98,0.51,0.67
3,1,21.95,464,7,204,0.99,0.69,0.81
3,1,32.92,578,8,90,0.99,0.87,0.93
3,1,43.89,634,8,34,0.99,0.95,0.97
3,1,54.86,655,8,13,0.99,0.98,0.98
3,1,65.83,665,8,3,0.99,1.0,0.99
3,1,76.8,667,8,1,0.99,1.0,0.99
3,1,87.77,667,8,1,0.99,1.0,0.99
3,1,98.74,667,8,1,0.99,1.0,0.99
3,1,109.71,667,8,1,0.99,1.0,0.99
3,1,120.68,667,8,1,0.99,1.0,0.99
3,1,131.65,667,8,1,0.99,1.0,0.99
2,3,16.46,464,0,371,1.0,0.56,0.72
2,3,21.95,598,0,237,1.0,0.72,0.84
2,3,32.92,725,1,110,1.0,0.87,0.93
2,3,43.89,795,1,40,1.0,0.95,0.97
2,3,54.86,818,1,17,1.0,0.98,0.99
2,3,65.83,828,1,7,1.0,0.99,0.99
2,3,76.8,832,1,3,1.0,1.0,1.0
2,3,87.77,832,1,3,1.0,1.0,1.0
2,3,98.74,832,1,3,1.0,1.0,1.0
2,3,109.71,832,1,3,1.0,1.0,1.0
2,3,120.68,832,1,3,1.0,1.0,1.0
2,3,131.65,832,1,3,1.0,1.0,1.0
3,2,16.46,452,2,383,1.0,0.54,0.7
3,2,21.95,593,2,242,1.0,0.71,0.83
3,2,32.92,728,2,107,1.0,0.87,0.93
3,2,43.89,798,2,37,1.0,0.96,0.98
3,2,54.86,822,2,13,1.0,0.98,0.99
3,2,65.83,833,2,2,1.0,1.0,1.0
3,2,76.8,835,2,0,1.0,1.0,1.0
3,2,87.77,835,2,0,1.0,1.0,1.0
3,2,98.74,835,2,0,1.0,1.0,1.0
3,2,109.71,835,2,0,1.0,1.0,1.0
3,2,120.68,835,2,0,1.0,1.0,1.0
3,2,131.65,835,2,0,1.0,1.0,1.0
3,3,16.46,529,0,473,1.0,0.53,0.69
3,3,21.95,711,0,291,1.0,0.71,0.83
3,3,32.92,875,0,127,1.0,0.87,0.93
3,3,43.89,961,0,41,1.0,0.96,0.98
3,3,54.86,988,0,14,1.0,0.99,0.99
3,3,65.83,999,0,3,1.0,1.0,1.0
3,3,76.8,1002,0,0,1.0,1.0,1.0
3,3,87.77,1002,0,0,1.0,1.0,1.0
3,3,98.74,1002,0,0,1.0,1.0,1.0
3,3,109.71,1002,0,0,1.0,1.0,1.0
3,3,120.68,1002,0,0,1.0,1.0,1.0
3,3,131.65,1002,0,0,1.0,1.0,1.0
